Company,Area,Survey,Contact,Location,In Service,Technician,Date,Target Current,AF Taps/Rheo,AF Voltage,AF  Amps,AL Taps/Rheo,AL Voltage,AL Amps,Circuit Resistance, Deficiency,In Target,Materials Used,Notes,Model,Serial No.,Age,Requires Replacement
Whitecap,Olds,Westward Ho Harmattan West,Scott Dickson,01-16-31-04 W5M,TRUE,JR,20-Dec-22,2.0 - 4.0,C3,28,2.7,C3,28,2.7,10.37,FALSE,TRUE,,,CAYSA 40-16,C-889211,1988,FALSE
